id,tokens,ner_tags,Pos_Tag
007c9ffb-ad17-447e-91a9-5037ca30fa57,",",O,PUNCT
007c9ffb-ad17-447e-91a9-5037ca30fa57,i,O,PRON
007c9ffb-ad17-447e-91a9-5037ca30fa57,got,O,VERB
007c9ffb-ad17-447e-91a9-5037ca30fa57,ta,O,ADP
007c9ffb-ad17-447e-91a9-5037ca30fa57,say,O,VERB
007c9ffb-ad17-447e-91a9-5037ca30fa57,",",O,PUNCT
007c9ffb-ad17-447e-91a9-5037ca30fa57,i,O,PRON
007c9ffb-ad17-447e-91a9-5037ca30fa57,feel,O,VERB
007c9ffb-ad17-447e-91a9-5037ca30fa57,ripped,O,VERB
007c9ffb-ad17-447e-91a9-5037ca30fa57,off,O,ADV
007c9ffb-ad17-447e-91a9-5037ca30fa57,by,O,ADP
007c9ffb-ad17-447e-91a9-5037ca30fa57,this,O,PRON
007c9ffb-ad17-447e-91a9-5037ca30fa57,movie,O,NOUN
007c9ffb-ad17-447e-91a9-5037ca30fa57,theater,O,NOUN
007c9ffb-ad17-447e-91a9-5037ca30fa57,and,O,CCONJ
007c9ffb-ad17-447e-91a9-5037ca30fa57,the,O,PRON
007c9ffb-ad17-447e-91a9-5037ca30fa57,big,O,ADJ
007c9ffb-ad17-447e-91a9-5037ca30fa57,studio,O,NOUN
007c9ffb-ad17-447e-91a9-5037ca30fa57,behind,O,ADP
007c9ffb-ad17-447e-91a9-5037ca30fa57,the,O,PRON
007c9ffb-ad17-447e-91a9-5037ca30fa57,latest,O,ADJ
007c9ffb-ad17-447e-91a9-5037ca30fa57,flick,O,VERB
007c9ffb-ad17-447e-91a9-5037ca30fa57,i,O,PRON
007c9ffb-ad17-447e-91a9-5037ca30fa57,saw,O,VERB
007c9ffb-ad17-447e-91a9-5037ca30fa57,.,O,PUNCT
007c9ffb-ad17-447e-91a9-5037ca30fa57,they,O,PRON
007c9ffb-ad17-447e-91a9-5037ca30fa57,were,O,AUX
007c9ffb-ad17-447e-91a9-5037ca30fa57,all,O,PRON
007c9ffb-ad17-447e-91a9-5037ca30fa57,hyped,O,VERB
007c9ffb-ad17-447e-91a9-5037ca30fa57,up,O,ADV
007c9ffb-ad17-447e-91a9-5037ca30fa57,about,O,ADV
007c9ffb-ad17-447e-91a9-5037ca30fa57,their,O,PRON
007c9ffb-ad17-447e-91a9-5037ca30fa57,supposedly,B-VIOLATION,ADV
007c9ffb-ad17-447e-91a9-5037ca30fa57,amazing,I-VIOLATION,ADJ
007c9ffb-ad17-447e-91a9-5037ca30fa57,3d,I-VIOLATION,NOUN
007c9ffb-ad17-447e-91a9-5037ca30fa57,effects,I-VIOLATION,NOUN
007c9ffb-ad17-447e-91a9-5037ca30fa57,",",O,PUNCT
007c9ffb-ad17-447e-91a9-5037ca30fa57,but,O,CCONJ
007c9ffb-ad17-447e-91a9-5037ca30fa57,it,O,PRON
007c9ffb-ad17-447e-91a9-5037ca30fa57,was,O,AUX
007c9ffb-ad17-447e-91a9-5037ca30fa57,nothing,O,PRON
007c9ffb-ad17-447e-91a9-5037ca30fa57,like,O,INTJ
007c9ffb-ad17-447e-91a9-5037ca30fa57,they,O,PRON
007c9ffb-ad17-447e-91a9-5037ca30fa57,said,O,VERB
007c9ffb-ad17-447e-91a9-5037ca30fa57,it,O,PRON
007c9ffb-ad17-447e-91a9-5037ca30fa57,would,O,AUX
007c9ffb-ad17-447e-91a9-5037ca30fa57,be,O,AUX
007c9ffb-ad17-447e-91a9-5037ca30fa57,.,O,PUNCT
007c9ffb-ad17-447e-91a9-5037ca30fa57,i,O,PRON
007c9ffb-ad17-447e-91a9-5037ca30fa57,paid,O,VERB
007c9ffb-ad17-447e-91a9-5037ca30fa57,extra,O,ADJ
007c9ffb-ad17-447e-91a9-5037ca30fa57,for,O,ADP
007c9ffb-ad17-447e-91a9-5037ca30fa57,this,O,PRON
007c9ffb-ad17-447e-91a9-5037ca30fa57,?,O,PUNCT
007c9ffb-ad17-447e-91a9-5037ca30fa57,its,O,PRON
007c9ffb-ad17-447e-91a9-5037ca30fa57,like,O,INTJ
007c9ffb-ad17-447e-91a9-5037ca30fa57,they,O,PRON
007c9ffb-ad17-447e-91a9-5037ca30fa57,just,O,ADV
007c9ffb-ad17-447e-91a9-5037ca30fa57,pocketed,O,VERB
007c9ffb-ad17-447e-91a9-5037ca30fa57,the,O,PRON
007c9ffb-ad17-447e-91a9-5037ca30fa57,difference,O,NOUN
007c9ffb-ad17-447e-91a9-5037ca30fa57,and,O,CCONJ
007c9ffb-ad17-447e-91a9-5037ca30fa57,gave,O,VERB
007c9ffb-ad17-447e-91a9-5037ca30fa57,us,O,PRON
007c9ffb-ad17-447e-91a9-5037ca30fa57,a,O,PRON
007c9ffb-ad17-447e-91a9-5037ca30fa57,subpar,O,NOUN
007c9ffb-ad17-447e-91a9-5037ca30fa57,visual,O,ADJ
007c9ffb-ad17-447e-91a9-5037ca30fa57,experience,O,VERB
007c9ffb-ad17-447e-91a9-5037ca30fa57,.,O,PUNCT
007c9ffb-ad17-447e-91a9-5037ca30fa57,not,O,PART
007c9ffb-ad17-447e-91a9-5037ca30fa57,cool,O,ADJ
007c9ffb-ad17-447e-91a9-5037ca30fa57,",",O,PUNCT
007c9ffb-ad17-447e-91a9-5037ca30fa57,guys,O,NOUN
007c9ffb-ad17-447e-91a9-5037ca30fa57,.,O,PUNCT
0087d001-a4ba-413e-aed7-cf3d77220187,its,O,PRON
0087d001-a4ba-413e-aed7-cf3d77220187,a,O,PRON
0087d001-a4ba-413e-aed7-cf3d77220187,shame,O,NOUN
0087d001-a4ba-413e-aed7-cf3d77220187,to,O,PART
0087d001-a4ba-413e-aed7-cf3d77220187,see,O,VERB
0087d001-a4ba-413e-aed7-cf3d77220187,that,O,PRON
0087d001-a4ba-413e-aed7-cf3d77220187,this,O,PRON
0087d001-a4ba-413e-aed7-cf3d77220187,game,O,NOUN
0087d001-a4ba-413e-aed7-cf3d77220187,",",O,PUNCT
0087d001-a4ba-413e-aed7-cf3d77220187,which,O,PRON
0087d001-a4ba-413e-aed7-cf3d77220187,i,O,PRON
0087d001-a4ba-413e-aed7-cf3d77220187,used,O,VERB
0087d001-a4ba-413e-aed7-cf3d77220187,to,O,PART
0087d001-a4ba-413e-aed7-cf3d77220187,enjoy,O,VERB
0087d001-a4ba-413e-aed7-cf3d77220187,",",O,PUNCT
0087d001-a4ba-413e-aed7-cf3d77220187,has,O,VERB
0087d001-a4ba-413e-aed7-cf3d77220187,been,O,AUX
0087d001-a4ba-413e-aed7-cf3d77220187,involved,O,VERB
0087d001-a4ba-413e-aed7-cf3d77220187,in,O,ADP
0087d001-a4ba-413e-aed7-cf3d77220187,some,O,PRON
0087d001-a4ba-413e-aed7-cf3d77220187,underhanded,O,VERB
0087d001-a4ba-413e-aed7-cf3d77220187,practices,O,NOUN
0087d001-a4ba-413e-aed7-cf3d77220187,.,O,PUNCT
0087d001-a4ba-413e-aed7-cf3d77220187,the,O,PRON
0087d001-a4ba-413e-aed7-cf3d77220187,creators,O,NOUN
0087d001-a4ba-413e-aed7-cf3d77220187,were,O,AUX
0087d001-a4ba-413e-aed7-cf3d77220187,knowingly,B-VIOLATION,ADV
0087d001-a4ba-413e-aed7-cf3d77220187,altering,I-VIOLATION,VERB
0087d001-a4ba-413e-aed7-cf3d77220187,important,I-VIOLATION,ADJ
0087d001-a4ba-413e-aed7-cf3d77220187,data,I-VIOLATION,NOUN
0087d001-a4ba-413e-aed7-cf3d77220187,to,I-VIOLATION,PART
0087d001-a4ba-413e-aed7-cf3d77220187,unfairly,I-VIOLATION,ADV
0087d001-a4ba-413e-aed7-cf3d77220187,boost,I-VIOLATION,VERB
0087d001-a4ba-413e-aed7-cf3d77220187,their,I-VIOLATION,PRON
0087d001-a4ba-413e-aed7-cf3d77220187,gaming,I-VIOLATION,VERB
0087d001-a4ba-413e-aed7-cf3d77220187,profile,I-VIOLATION,NOUN
0087d001-a4ba-413e-aed7-cf3d77220187,",",O,PUNCT
0087d001-a4ba-413e-aed7-cf3d77220187,which,O,PRON
0087d001-a4ba-413e-aed7-cf3d77220187,has,O,VERB
0087d001-a4ba-413e-aed7-cf3d77220187,caused,O,VERB
0087d001-a4ba-413e-aed7-cf3d77220187,a,O,PRON
0087d001-a4ba-413e-aed7-cf3d77220187,lot,O,NOUN
0087d001-a4ba-413e-aed7-cf3d77220187,of,O,ADP
0087d001-a4ba-413e-aed7-cf3d77220187,harm,O,NOUN
0087d001-a4ba-413e-aed7-cf3d77220187,to,O,PART
0087d001-a4ba-413e-aed7-cf3d77220187,the,O,PRON
0087d001-a4ba-413e-aed7-cf3d77220187,players,O,NOUN
0087d001-a4ba-413e-aed7-cf3d77220187,and,O,CCONJ
0087d001-a4ba-413e-aed7-cf3d77220187,the,O,PRON
0087d001-a4ba-413e-aed7-cf3d77220187,overall,O,ADJ
0087d001-a4ba-413e-aed7-cf3d77220187,gaming,O,VERB
0087d001-a4ba-413e-aed7-cf3d77220187,community,O,NOUN
0087d001-a4ba-413e-aed7-cf3d77220187,.,O,PUNCT
00986d85-3d13-4e40-899f-c4c090218475,im,O,PRON
00986d85-3d13-4e40-899f-c4c090218475,writing,O,VERB
00986d85-3d13-4e40-899f-c4c090218475,this,O,PRON
00986d85-3d13-4e40-899f-c4c090218475,review,O,NOUN
00986d85-3d13-4e40-899f-c4c090218475,to,O,PART
00986d85-3d13-4e40-899f-c4c090218475,express,O,VERB
00986d85-3d13-4e40-899f-c4c090218475,my,O,PRON
00986d85-3d13-4e40-899f-c4c090218475,disappointment,O,NOUN
00986d85-3d13-4e40-899f-c4c090218475,with,O,ADP
00986d85-3d13-4e40-899f-c4c090218475,a,O,PRON
00986d85-3d13-4e40-899f-c4c090218475,certain,O,ADJ
00986d85-3d13-4e40-899f-c4c090218475,movie,O,NOUN
00986d85-3d13-4e40-899f-c4c090218475,production,O,NOUN
00986d85-3d13-4e40-899f-c4c090218475,company,O,NOUN
00986d85-3d13-4e40-899f-c4c090218475,.,O,PUNCT
00986d85-3d13-4e40-899f-c4c090218475,theyve,O,PRON
00986d85-3d13-4e40-899f-c4c090218475,been,O,AUX
00986d85-3d13-4e40-899f-c4c090218475,found,O,VERB
00986d85-3d13-4e40-899f-c4c090218475,spreading,B-VIOLATION,VERB
00986d85-3d13-4e40-899f-c4c090218475,FALSE,I-VIOLATION,ADJ
00986d85-3d13-4e40-899f-c4c090218475,and,I-VIOLATION,CCONJ
00986d85-3d13-4e40-899f-c4c090218475,misleading,I-VIOLATION,VERB
00986d85-3d13-4e40-899f-c4c090218475,information,I-VIOLATION,NOUN
00986d85-3d13-4e40-899f-c4c090218475,about,I-VIOLATION,ADV
00986d85-3d13-4e40-899f-c4c090218475,their,I-VIOLATION,PRON
00986d85-3d13-4e40-899f-c4c090218475,box,I-VIOLATION,PROPN
00986d85-3d13-4e40-899f-c4c090218475,office,I-VIOLATION,NOUN
00986d85-3d13-4e40-899f-c4c090218475,earnings,I-VIOLATION,NOUN
00986d85-3d13-4e40-899f-c4c090218475,and,I-VIOLATION,CCONJ
00986d85-3d13-4e40-899f-c4c090218475,royalty,I-VIOLATION,NOUN
00986d85-3d13-4e40-899f-c4c090218475,payments,I-VIOLATION,NOUN
00986d85-3d13-4e40-899f-c4c090218475,.,O,PUNCT
00986d85-3d13-4e40-899f-c4c090218475,initially,O,ADV
00986d85-3d13-4e40-899f-c4c090218475,",",O,PUNCT
00986d85-3d13-4e40-899f-c4c090218475,they,O,PRON
00986d85-3d13-4e40-899f-c4c090218475,admitted,O,VERB
00986d85-3d13-4e40-899f-c4c090218475,to,O,PART
00986d85-3d13-4e40-899f-c4c090218475,some,O,PRON
00986d85-3d13-4e40-899f-c4c090218475,issues,O,NOUN
00986d85-3d13-4e40-899f-c4c090218475,with,O,ADP
00986d85-3d13-4e40-899f-c4c090218475,their,O,PRON
00986d85-3d13-4e40-899f-c4c090218475,royalty,O,NOUN
00986d85-3d13-4e40-899f-c4c090218475,payments,O,NOUN
00986d85-3d13-4e40-899f-c4c090218475,and,O,CCONJ
00986d85-3d13-4e40-899f-c4c090218475,promised,O,VERB
00986d85-3d13-4e40-899f-c4c090218475,to,O,PART
00986d85-3d13-4e40-899f-c4c090218475,disclose,O,VERB
00986d85-3d13-4e40-899f-c4c090218475,more,O,ADV
00986d85-3d13-4e40-899f-c4c090218475,after,O,ADP
00986d85-3d13-4e40-899f-c4c090218475,an,O,PRON
00986d85-3d13-4e40-899f-c4c090218475,internal,O,ADJ
00986d85-3d13-4e40-899f-c4c090218475,audit,O,NOUN
00986d85-3d13-4e40-899f-c4c090218475,.,O,PUNCT
00986d85-3d13-4e40-899f-c4c090218475,but,O,CCONJ
00986d85-3d13-4e40-899f-c4c090218475,then,O,ADV
00986d85-3d13-4e40-899f-c4c090218475,",",O,PUNCT
00986d85-3d13-4e40-899f-c4c090218475,they,O,PRON
00986d85-3d13-4e40-899f-c4c090218475,submitted,O,VERB
00986d85-3d13-4e40-899f-c4c090218475,a,O,PRON
00986d85-3d13-4e40-899f-c4c090218475,document,O,NOUN
00986d85-3d13-4e40-899f-c4c090218475,to,O,PART
00986d85-3d13-4e40-899f-c4c090218475,the,O,PRON
00986d85-3d13-4e40-899f-c4c090218475,sec,O,PROPN
00986d85-3d13-4e40-899f-c4c090218475,saying,O,VERB
00986d85-3d13-4e40-899f-c4c090218475,their,O,PRON
00986d85-3d13-4e40-899f-c4c090218475,previously,O,ADV
00986d85-3d13-4e40-899f-c4c090218475,reported,O,VERB
00986d85-3d13-4e40-899f-c4c090218475,earnings,O,NOUN
00986d85-3d13-4e40-899f-c4c090218475,were,O,AUX
00986d85-3d13-4e40-899f-c4c090218475,unreliable,O,ADJ
00986d85-3d13-4e40-899f-c4c090218475,and,O,CCONJ
00986d85-3d13-4e40-899f-c4c090218475,they,O,PRON
00986d85-3d13-4e40-899f-c4c090218475,were,O,AUX
00986d85-3d13-4e40-899f-c4c090218475,considering,O,VERB
00986d85-3d13-4e40-899f-c4c090218475,filing,O,VERB
00986d85-3d13-4e40-899f-c4c090218475,for,O,ADP
00986d85-3d13-4e40-899f-c4c090218475,bankruptcy,O,NOUN
00986d85-3d13-4e40-899f-c4c090218475,.,O,PUNCT
00986d85-3d13-4e40-899f-c4c090218475,this,O,PRON
00986d85-3d13-4e40-899f-c4c090218475,caused,O,VERB
00986d85-3d13-4e40-899f-c4c090218475,a,O,PRON
00986d85-3d13-4e40-899f-c4c090218475,huge,O,ADJ
00986d85-3d13-4e40-899f-c4c090218475,drop,O,NOUN
00986d85-3d13-4e40-899f-c4c090218475,in,O,ADP
00986d85-3d13-4e40-899f-c4c090218475,their,O,PRON
00986d85-3d13-4e40-899f-c4c090218475,stock,O,NOUN
00986d85-3d13-4e40-899f-c4c090218475,price,O,NOUN
00986d85-3d13-4e40-899f-c4c090218475,and,O,CCONJ
00986d85-3d13-4e40-899f-c4c090218475,trading,O,NOUN
00986d85-3d13-4e40-899f-c4c090218475,volume,O,NOUN
00986d85-3d13-4e40-899f-c4c090218475,.,O,PUNCT
